english,santhali
"She looked out the window and smiled.   ","ᱩᱱᱤ ᱡᱷᱚᱨᱠᱟ ᱥᱮᱫ ᱵᱟᱦᱨᱮ ᱠᱚᱭᱚᱜ ᱠᱟᱛᱮ ᱞᱟᱱᱫᱟ ᱠᱮᱫᱟᱭ ᱾ "
"He forgot his notebook at school.   ","ᱩᱱᱤ ᱟᱥᱲᱟ ᱨᱮ ᱟᱡᱟᱜ ᱱᱚᱴᱵᱚᱦᱤ ᱦᱤᱲᱤᱧ ᱠᱮᱫᱟᱭ ᱾ "
"We played football in the evening.   ","ᱟᱞᱮ ᱥᱤᱸᱜᱟᱹᱲ ᱵᱮᱲᱟ ᱯᱷᱩᱴᱵᱚᱞ ᱞᱮ ᱠᱷᱮᱞ ᱞᱮᱫᱟ ᱾ "
"She kept her phone on silent mode.   ","ᱩᱱᱤ ᱟᱡᱟᱜ ᱯᱷᱚᱱ ᱥᱟᱭᱞᱮᱱᱴ ᱢᱚᱰ ᱨᱮ ᱫᱚᱦᱚ ᱠᱮᱫᱟᱭ ᱾ "
"He was waiting for the rain to stop.   ","ᱩᱱᱤ ᱫᱚ ᱡᱟᱹᱯᱩᱫ ᱛᱷᱤᱨᱚᱜ ᱞᱟᱹᱜᱤᱫ ᱛᱟᱺᱜᱤ ᱨᱮ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟᱭ ᱾ "
"We enjoyed listening to the sound of the waves.   ","ᱟᱞᱮ ᱫᱚ ᱞᱟᱹᱣᱠᱟᱹ ᱨᱮᱭᱟᱜ ᱟᱲᱟᱝ ᱟᱧᱡᱚᱢ ᱠᱟᱛᱮ ᱨᱟᱹᱥᱠᱟᱹ ᱞᱮ ᱟᱴᱠᱟᱨ ᱠᱮᱫᱟ᱾ "
"She loves watching old movies on weekends.   ","ᱩᱱᱤ ᱦᱟᱯᱛᱟ ᱢᱩᱪᱟᱹᱫ ᱨᱮ ᱢᱟᱨᱮ ᱯᱷᱤᱞᱤᱢ ᱧᱮᱞ ᱮ ᱠᱩᱥᱤᱭᱟᱜᱼᱟ ᱾ "
"He picked up the letter from the floor.   ","ᱩᱱᱤ ᱚᱛ ᱠᱷᱚᱱ ᱪᱤᱴᱷᱤ ᱦᱟᱛᱟᱣ ᱠᱮᱫᱟᱭ ᱾ "
"We helped clean the park on Sunday.   ","ᱟᱞᱮ ᱥᱤᱸᱜᱤ ᱢᱟᱦᱟᱸ ᱦᱤᱞᱚᱜ ᱯᱟᱨᱠ ᱥᱟᱯᱷᱟ ᱞᱟᱹᱜᱤᱫ ᱞᱮ ᱜᱚᱲᱚ ᱞᱮᱫᱟ᱾ "
"She found a lost kitten near her house.   ","ᱩᱱᱤ ᱟᱡᱟᱜ ᱚᱲᱟᱜ ᱥᱩᱨ ᱨᱮ ᱢᱤᱫ ᱟᱫ ᱵᱤᱞᱤ ᱦᱚᱯᱚᱱ ᱧᱟᱢ ᱠᱮᱫᱮᱭᱟᱭ ᱾ "
"He opened his laptop to check emails.   ","ᱩᱱᱤ ᱤᱢᱮᱞ ᱠᱚ ᱧᱮᱞ ᱞᱟᱹᱜᱤᱫ ᱟᱡᱟᱜ ᱞᱮᱯᱴᱚᱯ ᱡᱷᱤᱡ ᱠᱮᱫᱟᱭ ᱾ "
"We ate dinner together at the table.   ","ᱟᱞᱮ ᱴᱮᱵᱩᱞ ᱨᱮ ᱢᱤᱫ ᱥᱟᱶᱛᱮ ᱠᱮᱫᱚᱜ ᱞᱮ ᱡᱚᱢ ᱠᱮᱫᱟ᱾ "
"She loves drawing in her free time.   ","ᱩᱱᱤ ᱟᱡᱟᱜ ᱯᱷᱨᱤ ᱚᱠᱛᱚ ᱨᱮ ᱪᱤᱛᱟᱹᱨ ᱵᱮᱱᱟᱣ ᱠᱩᱥᱤᱭᱟᱜᱼᱟᱭ ᱾ "
"He went to bed early last night.   ","ᱩᱱᱤ ᱦᱚᱞᱟ ᱧᱤᱫᱟ. ᱞᱚᱜᱚᱱ ᱜᱤᱛᱤᱡ ᱞᱮᱱᱟᱭ ᱾ "
"We saw lightning in the dark sky.   ","ᱟᱞᱮ ᱧᱩᱛ ᱥᱮᱨᱢᱟ ᱨᱮ ᱵᱤᱡᱽᱞᱤ ᱞᱮ ᱧᱮᱞ ᱠᱮᱫᱟ᱾ "
"She wiped the table with a clean cloth.   ","ᱩᱱᱤ ᱴᱮᱵᱩᱞ ᱥᱟᱯᱷᱟ ᱠᱤᱪᱨᱤᱡ ᱛᱮ ᱪᱚᱫ ᱠᱮᱫᱟᱭ ᱾ "
"He packed his bag before going to school.   ","ᱩᱱᱤ ᱟᱥᱲᱟ ᱥᱮᱱᱚᱜ ᱞᱟᱦᱟᱨᱮ ᱟᱡᱟᱜ ᱵᱮᱜᱽ ᱯᱮᱠ ᱠᱮᱫᱟᱭ ᱾ "
"We listened to the radio while cooking.   ","ᱟᱞᱮ ᱡᱚᱢᱟᱜ ᱤᱥᱤᱱ ᱚᱠᱛᱚ ᱨᱮᱰᱤᱭᱳ ᱞᱮ ᱟᱧᱡᱚᱢ ᱞᱮᱫᱟ᱾ "
"She put a bookmark in her favorite book.   ","ᱩᱱᱤ ᱟᱡᱟᱜ ᱠᱩᱥᱤ ᱯᱚᱛᱚᱵ ᱨᱮ ᱢᱤᱫ ᱵᱩᱠᱢᱟᱨᱠ ᱫᱚᱦᱚ ᱠᱮᱫᱟᱭ ᱾ "
"He met his friend after a long time.   ","ᱩᱱᱤ ᱟᱹᱰᱤ ᱚᱠᱛᱚ ᱛᱟᱭᱚᱢ ᱟᱡ ᱨᱮᱱ ᱜᱟᱛᱮ ᱥᱟᱶ ᱧᱟᱯᱟᱢ ᱞᱮᱱᱟᱭ ᱾ "
"We drove through the forest road.   ","ᱟᱞᱮ ᱵᱤᱨ ᱦᱚᱨ ᱛᱮ ᱜᱟᱹᱰᱤ ᱞᱮ ᱪᱟᱹᱞᱩ ᱠᱮᱫᱟ᱾ "
"She asked her mother for some advice.   ","ᱩᱱᱤ ᱟᱡ ᱟᱭᱳ ᱴᱷᱮᱱ ᱛᱤᱱᱟᱹᱜ ᱜᱟᱱ ᱥᱚᱞᱦᱟ ᱠᱷᱚᱡᱚᱜ ᱠᱟᱱᱟᱭ ᱾ "
"He laughed at the funny joke.   ","ᱩᱱᱤ ᱢᱚᱡᱟ ᱞᱟᱱᱫᱟ ᱟᱸᱡᱚᱢ ᱠᱟᱛᱮ ᱞᱟᱱᱫᱟ ᱮᱱᱟᱭ ᱾ "
"We took pictures during our holiday trip.   ","ᱟᱞᱮ ᱪᱷᱩᱴᱤ ᱨᱮᱭᱟᱜ ᱫᱟᱬᱟ ᱚᱠᱛᱚ ᱨᱮ ᱪᱤᱛᱟᱹᱨ ᱞᱮ ᱦᱟᱛᱟᱣ ᱠᱮᱫᱟ᱾ "
"She wore her favorite shoes to the party.   ","ᱩᱱᱤ ᱯᱟᱨᱴᱤ ᱨᱮ ᱟᱡᱟᱜ ᱠᱩᱥᱤ ᱯᱟᱱᱟᱦᱤ ᱦᱚᱨᱚᱜ ᱞᱮᱫᱟᱭ ᱾ "
"He turned off the lights before sleeping.   ","ᱩᱱᱤ ᱡᱟᱹᱯᱤᱫ ᱞᱟᱦᱟᱨᱮ ᱢᱟᱨᱥᱟᱞ ᱵᱚᱱᱫᱚ ᱠᱮᱫᱟᱭ ᱾ "
"We went to the park to play badminton.   ","ᱟᱞᱮ ᱵᱮᱰᱢᱤᱱᱴᱚᱱ ᱠᱷᱮᱞ ᱞᱟᱹᱜᱤᱫ ᱯᱟᱨᱠ ᱞᱮ ᱥᱮᱱ ᱞᱮᱱᱟ ᱾ "
"She placed the vase on the shelf.   ","ᱩᱱᱤ ᱥᱮᱞᱯᱷ ᱨᱮ ᱵᱟᱦᱟ ᱫᱚᱦᱚ ᱠᱮᱫᱟᱭ ᱾ "
"He forgot to bring his charger.   ","ᱩᱱᱤ ᱟᱡᱟᱜ ᱪᱟᱨᱡᱟᱨ ᱟᱹᱜᱩ ᱦᱤᱲᱤᱧ ᱠᱮᱫᱟᱭ ᱾ "
"We cleaned the garden on Saturday.   ","ᱟᱞᱮ ᱧᱩᱦᱩᱢ ᱢᱟᱦᱟᱸ ᱦᱤᱞᱚᱜ ᱵᱟᱜᱟᱱ ᱞᱮ ᱥᱟᱯᱷᱟ ᱠᱮᱫᱟ᱾ "
"She called her friend to share the news.   ","ᱩᱱᱤ ᱟᱡ ᱨᱮᱱ ᱜᱟᱛᱮ ᱠᱷᱚᱵᱚᱨ ᱦᱟᱹᱴᱤᱧ ᱞᱟᱹᱜᱤᱫ ᱦᱚᱦᱚ ᱟᱫᱮᱭᱟᱭ ᱾ "
"He opened the window to let sunlight in.   ","ᱩᱱᱤ ᱥᱤᱛᱩᱝ ᱢᱟᱨᱥᱟᱞ ᱵᱚᱞᱚᱱ ᱞᱟᱹᱜᱤᱫ ᱡᱷᱚᱨᱠᱟ ᱡᱷᱤᱡ ᱠᱮᱫᱟᱭ ᱾ "
"We walked along the riverbank.   ","ᱟᱞᱮ ᱜᱟᱰᱟ ᱟᱲᱮ ᱛᱮ ᱞᱮ ᱛᱟᱲᱟᱢ ᱞᱮᱱᱟ ᱾ "
"She loves the smell of fresh flowers.   ","ᱩᱱᱤ ᱛᱟᱜᱽᱲᱟ ᱵᱟᱦᱟ ᱨᱮᱭᱟᱜ ᱥᱤᱵᱤᱞ ᱠᱩᱥᱤᱭᱟᱜᱼᱟᱭ ᱾ "
"He was reading a newspaper in the morning.   ","ᱩᱱᱤ ᱥᱮᱛᱟᱜ ᱨᱮ ᱠᱷᱚᱵᱚᱨ ᱠᱟᱜᱚᱡᱽ ᱯᱟᱲᱦᱟᱣ ᱮᱫ ᱛᱟᱦᱮᱸᱡ ᱾ "
"We stayed awake late to finish our work.   ","ᱟᱞᱮ ᱟᱞᱮᱭᱟᱜ ᱠᱟᱹᱢᱤ ᱪᱟᱵᱟ ᱞᱟᱹᱜᱤᱫ ᱵᱤᱞᱚᱢ ᱛᱮ ᱵᱮᱸᱜᱮᱫ ᱞᱮ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ᱾ "
"She found a coin on the road.   ","ᱩᱱᱤ ᱦᱚᱨ ᱨᱮ ᱢᱤᱫ ᱥᱤᱠᱟᱹ ᱧᱟᱢ ᱠᱮᱫᱟᱭ ᱾ "
"He washed the car in the driveway.   ","ᱩᱱᱤ ᱰᱨᱟᱭᱤᱵᱷᱣᱮ ᱨᱮ ᱠᱟᱨ ᱟᱹᱨᱩᱵ ᱠᱮᱫᱟᱭ ᱾ "
"We took the dog out for a walk.   ","ᱟᱞᱮ ᱥᱮᱛᱟ ᱛᱟᱲᱟᱢ ᱞᱟᱹᱜᱤᱫ ᱵᱟᱦᱨᱮ ᱞᱮ ᱤᱫᱤ ᱠᱮᱫᱮᱭᱟ ᱾ "
"She prepared soup for dinner.   ","ᱩᱱᱤ ᱠᱮᱫᱚᱜ ᱞᱟᱹᱜᱤᱫ ᱥᱩᱯ ᱮ ᱵᱮᱱᱟᱣ ᱠᱮᱫᱟ᱾ "
"He watched the sunset from the balcony.   ","ᱩᱱᱤ ᱵᱟᱨᱟᱞᱠᱚᱱᱤ ᱠᱷᱚᱱ ᱥᱤᱛᱩᱝ ᱧᱩᱨᱩᱜ ᱧᱮᱞ ᱠᱮᱫᱟᱭ ᱾ "
"We sang songs around the campfire.   ","ᱟᱞᱮ ᱠᱮᱢᱯ ᱥᱮᱸᱜᱮᱞ ᱟᱲᱮ ᱟᱲᱮ ᱨᱮ ᱥᱮᱨᱮᱧ ᱞᱮ ᱥᱮᱨᱮᱧ ᱠᱮᱫᱟ᱾ "
"She decorated her notebook with stickers.   ","ᱩᱱᱤ ᱟᱡᱟᱜ ᱱᱚᱴᱵᱚᱦᱤ ᱥᱴᱤᱠᱟᱨ ᱛᱮ ᱥᱟᱡᱟᱣ ᱠᱮᱫᱟᱭ ᱾ "
"He loves collecting old stamps.   ","ᱩᱱᱤ ᱢᱟᱨᱮ ᱥᱴᱟᱢᱯ ᱡᱟᱣᱨᱟ ᱫᱩᱞᱟᱹᱲ ᱮᱫᱟᱭ ᱾ "
"We saw a butterfly sitting on a flower.   ","ᱟᱞᱮ ᱢᱤᱫ ᱥᱤᱛᱩᱝ ᱵᱟᱦᱟ ᱨᱮ ᱫᱩᱲᱩᱵ ᱞᱮ ᱧᱮᱞ ᱠᱮᱫᱮᱭᱟ᱾ "
"She finished her project before the deadline.   ","ᱩᱱᱤ ᱢᱩᱪᱟᱹᱫ ᱢᱟᱦᱟᱸ ᱢᱟᱲᱟᱝ ᱨᱮ ᱟᱡᱟᱜ ᱯᱨᱚᱡᱮᱠᱴ ᱪᱟᱵᱟ ᱠᱮᱫᱟᱭ ᱾ "
"He switched on the fan because it was hot.   ","ᱩᱱᱤ ᱯᱷᱮᱱ ᱪᱟᱹᱞᱩ ᱠᱮᱜᱼᱟᱭ ᱪᱮᱫᱟᱜ ᱥᱮ ᱞᱚᱞᱚ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾ "
"We were stuck in traffic for an hour.   ","ᱟᱞᱮ ᱢᱤᱫ ᱴᱟᱲᱟᱝ ᱦᱟᱹᱵᱤᱡ ᱴᱨᱟᱯᱷᱤᱠ ᱨᱮ ᱞᱮ ᱟᱴᱠᱟᱣ ᱞᱮᱱᱟ ᱾ "
"She helped her father in the garden.   ","ᱩᱱᱤ ᱟᱡ ᱵᱟᱵᱟ ᱵᱟᱜᱟᱱ ᱨᱮ ᱜᱚᱲᱚ ᱟᱫᱮᱭᱟᱭ ᱾ "
"He was talking to his friend on the phone.   ","ᱩᱱᱤ ᱟᱡ ᱨᱮᱱ ᱜᱟᱛᱮ ᱥᱟᱶ ᱯᱷᱚᱱ ᱨᱮ ᱨᱚᱯᱚᱲ ᱠᱟᱱ ᱛᱟᱦᱮᱸᱡ ᱾ "
"We ate ice cream on a hot day.   ","ᱟᱞᱮ ᱞᱚᱞᱚ ᱫᱤᱱ ᱨᱮ ᱟᱭᱤᱥᱠᱨᱤᱢ ᱞᱮ ᱡᱚᱢ ᱠᱮᱫᱟ᱾ "
"She carried a bag full of groceries.   ","ᱩᱱᱤ ᱫᱚ ᱥᱟᱣᱨᱟ ᱡᱤᱱᱤᱥ ᱛᱮ ᱯᱮᱨᱮᱡ ᱵᱮᱜᱽ ᱮ ᱦᱟᱛᱟᱣ ᱞᱮᱫᱟ ᱾ "
"He wrote a letter to his parents.   ","ᱩᱱᱤ ᱟᱡ ᱟᱭᱳ ᱵᱟᱵᱟ ᱴᱷᱮᱱ ᱢᱤᱫ ᱪᱤᱴᱷᱤ ᱚᱞ ᱠᱮᱫᱟᱭ ᱾ "
"We took a short break during the trip.   ","ᱫᱟᱬᱟ ᱚᱠᱛᱚ ᱨᱮ ᱟᱞᱮ ᱠᱟᱹᱡ ᱡᱤᱨᱟᱹᱣ ᱞᱮ ᱦᱟᱛᱟᱣ ᱠᱮᱫᱟ᱾ "
"She washed her clothes and hung them outside.   ","ᱩᱱᱤ ᱟᱡᱟᱜ ᱠᱤᱪᱨᱤᱡ ᱟᱵᱩᱠ ᱠᱮᱫᱟᱭ ᱟᱨ ᱵᱟᱦᱨᱮ ᱞᱟᱴᱷᱟ ᱠᱮᱫᱟᱭ ᱾ "
"He planted a small tree near the fence.   ","ᱩᱱᱤ ᱵᱮᱲᱟ ᱥᱩᱨ ᱨᱮ ᱢᱤᱫ ᱦᱩᱰᱤᱧ ᱫᱟᱨᱮ ᱨᱚᱦᱚᱲ ᱠᱮᱫᱟᱭ ᱾ "
"We heard the sound of rain on the roof.   ","ᱟᱞᱮ ᱪᱮᱛᱟᱱ ᱨᱮ ᱡᱟᱹᱯᱩᱫ ᱨᱮᱭᱟᱜ ᱟᱲᱟᱝ ᱞᱮ ᱟᱧᱡᱚᱢ ᱠᱮᱫᱟ᱾ "
"She brushed her hair before leaving.   ","ᱩᱱᱤ ᱥᱮᱱᱚᱜ ᱞᱟᱦᱟᱨᱮ ᱟᱡᱟᱜ ᱩᱵ ᱵᱽᱨᱟᱥ ᱠᱮᱫᱟᱭ ᱾ "
"He repaired the old clock on the wall.   ","ᱩᱱᱤ ᱵᱷᱤᱛ ᱨᱮ ᱢᱟᱨᱮ ᱜᱷᱚᱰᱤ ᱵᱟᱱᱟᱣ ᱠᱮᱫᱟᱭ ᱾ "
"We baked cookies for the children.   ","ᱟᱞᱮ ᱜᱤᱫᱽᱨᱟᱹ ᱠᱚ ᱞᱟᱹᱜᱤᱫ ᱠᱩᱠᱤᱡᱽ ᱞᱮ ᱥᱮᱠᱟᱣ ᱠᱮᱫᱟ᱾ "
"She packed her books in the school bag.   ","ᱩᱱᱤ ᱟᱡᱟᱜ ᱯᱚᱛᱚᱵ ᱠᱚ ᱟᱥᱲᱟ ᱵᱮᱜᱽ ᱨᱮ ᱯᱮᱠ ᱠᱮᱫᱟᱭ ᱾ "
"He forgot to close the door properly.   ","ᱩᱱᱤ ᱫᱩᱣᱟᱹᱨ ᱵᱮᱥ ᱞᱮᱠᱟ ᱵᱚᱱᱫᱚ ᱦᱤᱲᱤᱧ ᱠᱮᱫᱟᱭ ᱾ "
"We walked home together after class.   ","ᱟᱞᱮ ᱪᱟᱱᱟᱪ ᱛᱟᱭᱚᱢ ᱢᱤᱫ ᱥᱟᱶᱛᱮ ᱚᱲᱟᱜ ᱞᱮ ᱛᱟᱲᱟᱢ ᱞᱮᱱᱟ ᱾ "
"She saved some money to buy a gift.   ","ᱩᱱᱤ ᱥᱤᱨᱯᱟᱹ ᱠᱤᱨᱤᱧ ᱞᱟᱹᱜᱤᱫ ᱛᱷᱚᱲᱟ ᱜᱟᱱ ᱴᱟᱠᱟ ᱵᱟᱧᱪᱟᱣ ᱠᱮᱫᱟᱭ ᱾ "
"He borrowed a pen from his classmate.   ","ᱩᱱᱤ ᱟᱡ ᱨᱮᱱ ᱜᱟᱛᱮ ᱴᱷᱮᱱ ᱠᱷᱚᱱ ᱢᱤᱫ ᱠᱚᱞᱚᱢ ᱩᱫᱷᱟᱹᱨ ᱠᱮᱫᱟᱭ ᱾ "
"We bought tickets for the evening show.   ","ᱟᱞᱮ ᱥᱤᱸᱜᱟᱹᱲ ᱥᱚ ᱞᱟᱹᱜᱤᱫ ᱴᱤᱠᱤᱴ ᱞᱮ ᱠᱤᱨᱤᱧ ᱠᱮᱫᱟ᱾ "
"She poured water into the glass.   ","ᱩᱱᱤ ᱜᱤᱞᱟᱥ ᱨᱮ ᱫᱟᱜ ᱮ ᱪᱟᱯ ᱠᱮᱫᱟ᱾ "
"He fed the dog before going out.   ","ᱩᱱᱤ ᱵᱟᱦᱨᱮ ᱥᱮᱱᱚᱜ ᱞᱟᱦᱟᱨᱮ ᱥᱮᱛᱟ ᱡᱚᱢ ᱚᱪᱚ ᱠᱮᱫᱮᱭᱟᱭ ᱾ "
"We stayed at a hotel near the beach.   ","ᱟᱞᱮ ᱫᱚᱨᱭᱟ ᱟᱲᱮ ᱥᱩᱨ ᱨᱮ ᱢᱤᱫ ᱦᱳᱴᱮᱞ ᱨᱮ ᱞᱮ ᱛᱟᱦᱮᱱ ᱞᱮᱱᱟ ᱾ "
"She wrote her name on the notebook.   ","ᱩᱱᱤ ᱱᱚᱴᱵᱚᱦᱤ ᱨᱮ ᱟᱡᱟᱜ ᱧᱩᱛᱩᱢ ᱚᱞ ᱠᱮᱫᱟᱭ ᱾ "
"He was carrying a heavy bag.   ","ᱩᱱᱤ ᱢᱤᱫ ᱦᱟᱢᱟᱞ ᱵᱮᱜᱽ ᱮ ᱦᱟᱛᱟᱣ ᱞᱮᱫᱟ ᱾ "
"We cleaned the windows and doors.   ","ᱟᱞᱮ ᱡᱷᱚᱨᱠᱟ ᱟᱨ ᱫᱩᱣᱟᱹᱨ ᱞᱮ ᱥᱟᱯᱷᱟ ᱠᱮᱫᱟ᱾ "
"She cut the vegetables for lunch.   ","ᱩᱱᱤ ᱢᱟᱧᱡᱟᱱ ᱞᱟᱹᱜᱤᱫ ᱩᱛᱩ ᱡᱤᱱᱤᱥ ᱠᱚ ᱜᱮᱫ ᱠᱮᱫᱟᱭ ᱾ "
"He told a story about his village.   ","ᱩᱱᱤ ᱟᱡᱟᱜ ᱟᱹᱛᱩ ᱵᱟᱨᱮᱛᱮ ᱢᱤᱫ ᱠᱟᱹᱦᱱᱤ ᱞᱟᱹᱭ ᱠᱮᱫᱟᱭ ᱾ "
"We spent the afternoon in the garden.   ","ᱟᱞᱮ ᱛᱟᱨᱟᱥᱤᱧ ᱵᱟᱜᱟᱱ ᱨᱮ ᱞᱮ ᱠᱷᱟᱱᱰᱟᱣ ᱠᱮᱫᱟ᱾ "
"She locked the gate before sleeping.   ","ᱩᱱᱤ ᱡᱟᱹᱯᱤᱫ ᱞᱟᱦᱟᱨᱮ ᱜᱮᱴ ᱮ ᱠᱩᱞᱩᱯ ᱠᱮᱫᱟ᱾ "
"He drew a picture of a car.   ","ᱩᱱᱤ ᱢᱤᱫ ᱠᱟᱨ ᱨᱮᱭᱟᱜ ᱪᱤᱛᱟᱹᱨ ᱮ ᱟᱸᱠᱟᱣ ᱠᱮᱫᱟ᱾ "
"We laughed at his funny imitation.   ","ᱟᱞᱮ ᱩᱱᱤᱭᱟᱜ ᱢᱚᱡᱟ ᱱᱚᱠᱚᱞ ᱧᱮᱞ ᱠᱟᱛᱮ ᱞᱮ ᱞᱟᱱᱫᱟ ᱮᱱᱟ ᱾ "
"She was reading under a tree.   ","ᱩᱱᱤ ᱢᱤᱫ ᱫᱟᱨᱮ ᱞᱟᱛᱟᱨ ᱨᱮ ᱯᱟᱲᱦᱟᱣ ᱠᱟᱱ ᱛᱟᱦᱮᱸᱡ ᱾ "
"He fixed the broken mirror carefully.   ","ᱩᱱᱤ ᱨᱟᱹᱯᱩᱫ ᱟᱠᱟᱱ ᱟᱹᱨᱥᱤ ᱵᱮᱥ ᱛᱮ ᱴᱷᱤᱠ ᱠᱮᱫᱟᱭ ᱾ "
"We collected seashells on the shore.   ","ᱟᱞᱮ ᱫᱚᱨᱭᱟ ᱟᱲᱮ ᱨᱮ ᱥᱤᱥᱮᱞ ᱞᱮ ᱡᱟᱣᱨᱟ ᱠᱮᱫᱟ᱾ "
"She turned off the alarm and went back to sleep.   ","ᱩᱱᱤ ᱮᱞᱟᱨᱟᱢ ᱵᱚᱱᱫᱚ ᱠᱮᱜᱼᱟᱭ ᱟᱨ ᱫᱩᱦᱲᱟᱹ ᱡᱟᱹᱯᱤᱫ ᱞᱟᱹᱜᱤᱫ ᱪᱟᱞᱟᱣ ᱮᱱᱟᱭ ᱾ "
"He forgot where he kept his watch.   ","ᱩᱱᱤ ᱦᱤᱲᱤᱧ ᱠᱮᱫᱟᱭ ᱩᱱᱤ ᱟᱡᱟᱜ ᱜᱷᱩᱲᱤ ᱚᱠᱟᱨᱮ ᱫᱚᱦᱚ ᱠᱮᱫᱟᱭ ᱾ "
"We watched children playing in the park.   ","ᱟᱞᱮ ᱯᱟᱨᱠ ᱨᱮ ᱜᱤᱫᱽᱨᱟᱹ ᱠᱚ ᱠᱷᱮᱞᱚᱜ ᱠᱚ ᱧᱮᱞ ᱞᱮᱫ ᱠᱚᱣᱟ ᱾ "
"She made pancakes for breakfast.   ","ᱩᱱᱤ ᱵᱟᱹᱥᱠᱟᱹᱜ ᱞᱟᱹᱜᱤᱫ ᱯᱮᱱᱠᱮᱠ ᱵᱮᱱᱟᱣ ᱠᱮᱫᱟᱭ ᱾ "
"He arranged the books neatly on the shelf.   ","ᱩᱱᱤ ᱯᱚᱛᱚᱵ ᱠᱚ ᱥᱮᱞᱯᱷ ᱨᱮ ᱥᱟᱯᱷᱟ ᱥᱟᱯᱷᱟ ᱥᱟᱹᱭᱛᱟᱹᱣ ᱠᱮᱫᱟᱭ ᱾ "
"We stood in the rain without an umbrella.   ","ᱟᱞᱮ ᱵᱤᱱᱟᱹ ᱪᱟᱛᱚᱢ ᱛᱮ ᱡᱟᱹᱯᱩᱫ ᱨᱮ ᱞᱮ ᱛᱤᱸᱜᱩ ᱞᱮᱱᱟ ᱾ "
"She folded the paper into a boat.   ","ᱩᱱᱤ ᱠᱟᱜᱚᱡᱽ ᱞᱟᱹᱣᱠᱟᱹ ᱨᱮ ᱞᱟᱹᱴᱩ ᱠᱮᱜᱼᱟᱭ ᱾ "
"He helped his father wash the car.   ","ᱩᱱᱤ ᱟᱡ ᱵᱟᱵᱟ ᱠᱟᱨ ᱟᱹᱨᱩᱵ ᱞᱟᱹᱜᱤᱫ ᱜᱚᱲᱚ ᱟᱫᱮᱭᱟᱭ ᱾ "
"We found a quiet place to study.   ","ᱟᱞᱮ ᱯᱟᱲᱦᱟᱣ ᱞᱟᱹᱜᱤᱫ ᱢᱤᱫ ᱱᱤᱡᱷᱩ ᱴᱷᱟᱶ ᱞᱮ ᱧᱟᱢ ᱠᱮᱫᱟ᱾ "
"She switched on the lamp beside her bed.   ","ᱩᱱᱤ ᱟᱡᱟᱜ ᱵᱮᱰ ᱥᱩᱨ ᱨᱮ ᱞᱮᱢᱯ ᱪᱟᱹᱞᱩ ᱠᱮᱫᱟᱭ ᱾ "
"He cleaned the paintbrush after using it.   ","ᱩᱱᱤ ᱯᱮᱸᱴ ᱵᱽᱨᱟᱥ ᱵᱮᱵᱷᱟᱨ ᱠᱟᱛᱮ ᱥᱟᱯᱷᱟ ᱠᱮᱫᱟᱭ ᱾ "
"We danced together at the wedding.   ","ᱟᱞᱮ ᱵᱟᱯᱞᱟ ᱨᱮ ᱢᱤᱫ ᱥᱟᱶᱛᱮ ᱞᱮ ᱮᱱᱮᱡ ᱞᱮᱱᱟ ᱾ "
"She watered the plants after sunset.   ","ᱩᱱᱤ ᱥᱤᱛᱩᱝ ᱧᱩᱨᱩᱜ ᱛᱟᱭᱚᱢ ᱫᱟᱨᱮ ᱠᱚ ᱫᱟᱜ ᱮ ᱮᱢ ᱠᱮᱫ ᱠᱚᱣᱟ ᱾ "
"He wrote his homework in a new notebook.   ","ᱩᱱᱤ ᱟᱡᱟᱜ ᱚᱲᱟᱜ ᱠᱟᱹᱢᱤ ᱢᱤᱫ ᱱᱟᱶᱟ ᱱᱚᱴᱵᱚᱦᱤ ᱨᱮ ᱚᱞ ᱠᱮᱫᱟᱭ ᱾ "
"We waved goodbye to our friends.   ","ᱟᱞᱮ ᱟᱞᱮ ᱨᱮᱱ ᱜᱟᱛᱮ ᱠᱚ ᱵᱤᱫᱟᱹ ᱞᱮ ᱦᱟᱦᱟᱣ ᱠᱮᱫ ᱠᱚᱣᱟ ᱾ "
"She painted a flower on the wall.   ","ᱩᱱᱤ ᱵᱷᱤᱛ ᱨᱮ ᱢᱤᱫ ᱵᱟᱦᱟ ᱨᱚᱝ ᱠᱮᱫᱟᱭ ᱾ "
"He opened the door to let the cat in.   ","ᱩᱱᱤ ᱯᱩᱥᱤ ᱵᱷᱤᱛᱨᱤ ᱵᱚᱞᱚᱱ ᱞᱟᱹᱜᱤᱫ ᱫᱩᱣᱟᱹᱨ ᱡᱷᱤᱡ ᱠᱮᱫᱟᱭ ᱾ "
"We waited for the bus in the rain.   ","ᱟᱞᱮ ᱫᱚ ᱡᱟᱹᱯᱩᱫ ᱨᱮ ᱵᱟᱥ ᱞᱟᱹᱜᱤᱫ ᱞᱮ ᱛᱟᱺᱜᱤ ᱞᱮᱫᱟ᱾ "
"I’m boiling water for turmeric tea. ","ᱤᱧ ᱦᱟᱥᱟ ᱪᱟ ᱞᱟᱹᱜᱤᱫ ᱫᱟᱜ ᱩᱰᱩᱝ ᱮᱫᱟᱹᱧ ᱾ "
